coordinates
"28.631713,44.168716,28.506375,44.163053,28.272085,44.252288,28.025264,44.337254,27.878813,44.374432,27.840863,44.400589,27.821645,44.417617,27.350713,44.427745,26.857749,44.437976,26.335431,44.459632,26.09297,44.489515,26.073226,44.485179,26.045778,44.474827,26.043203,44.467172,26.073399,44.447013"
